Date,Pair,Correlation
2024-08-19,Fly6/Fly7,0.088639441448924
2024-08-20,Fly6/Fly7,0.11336035574770578
2024-08-21,Fly6/Fly7,0.1318941579611752
2024-08-22,Fly6/Fly7,0.16003431503695126
2024-08-23,Fly6/Fly7,0.17795770056984253
2024-08-26,Fly6/Fly7,
2024-08-27,Fly6/Fly7,
2024-08-28,Fly6/Fly7,
2024-08-29,Fly6/Fly7,
2024-08-30,Fly6/Fly7,
2024-09-02,Fly6/Fly7,
2024-09-03,Fly6/Fly7,
2024-09-04,Fly6/Fly7,
2024-09-05,Fly6/Fly7,
2024-09-06,Fly6/Fly7,
2024-09-09,Fly6/Fly7,
2024-09-10,Fly6/Fly7,
2024-09-11,Fly6/Fly7,
2024-09-12,Fly6/Fly7,
2024-09-13,Fly6/Fly7,
2024-09-16,Fly6/Fly7,
2024-09-17,Fly6/Fly7,
2024-09-18,Fly6/Fly7,
2024-09-19,Fly6/Fly7,
2024-09-20,Fly6/Fly7,
2024-09-23,Fly6/Fly7,
2024-09-24,Fly6/Fly7,
2024-09-25,Fly6/Fly7,
2024-09-26,Fly6/Fly7,
2024-09-27,Fly6/Fly7,
2024-09-30,Fly6/Fly7,
2024-10-01,Fly6/Fly7,
2024-10-02,Fly6/Fly7,
2024-10-03,Fly6/Fly7,
2024-10-04,Fly6/Fly7,
2024-10-06,Fly6/Fly7,
2024-10-07,Fly6/Fly7,
2024-10-08,Fly6/Fly7,
2024-10-09,Fly6/Fly7,
2024-10-10,Fly6/Fly7,
2024-10-11,Fly6/Fly7,
2024-10-13,Fly6/Fly7,
2024-10-14,Fly6/Fly7,
2024-10-15,Fly6/Fly7,
2024-10-16,Fly6/Fly7,
2024-10-17,Fly6/Fly7,
2024-10-18,Fly6/Fly7,
2024-10-20,Fly6/Fly7,
2024-10-21,Fly6/Fly7,
2024-10-22,Fly6/Fly7,
2024-10-23,Fly6/Fly7,
2024-10-24,Fly6/Fly7,
2024-10-25,Fly6/Fly7,
2024-10-28,Fly6/Fly7,
2024-10-29,Fly6/Fly7,
2024-10-30,Fly6/Fly7,
2024-10-31,Fly6/Fly7,
2024-11-01,Fly6/Fly7,
2024-11-04,Fly6/Fly7,
2024-11-05,Fly6/Fly7,
2024-11-06,Fly6/Fly7,
2024-11-07,Fly6/Fly7,
2024-11-08,Fly6/Fly7,
2024-11-11,Fly6/Fly7,
2024-11-12,Fly6/Fly7,
2024-11-13,Fly6/Fly7,
2024-11-14,Fly6/Fly7,
2024-11-15,Fly6/Fly7,
2024-11-18,Fly6/Fly7,
2024-11-19,Fly6/Fly7,
2024-11-20,Fly6/Fly7,0.06061127794772499
2024-11-21,Fly6/Fly7,0.06061127794768519
2024-11-22,Fly6/Fly7,0.060611277947685234
2024-11-25,Fly6/Fly7,0.06860597865902959
2024-11-26,Fly6/Fly7,0.08324106161365089
2024-11-27,Fly6/Fly7,0.08274925868539343
2024-11-28,Fly6/Fly7,0.056340660139270395
2024-11-29,Fly6/Fly7,0.042850163921744316
2024-12-02,Fly6/Fly7,0.0445103888178078
2024-12-03,Fly6/Fly7,0.05914794082102069
2024-12-04,Fly6/Fly7,0.06750905493699175
2024-12-05,Fly6/Fly7,0.06077029852331147
2024-12-06,Fly6/Fly7,-0.214338352133762
2024-12-09,Fly6/Fly7,-0.2052781202557368
2024-12-10,Fly6/Fly7,-0.22650758405060684
2024-12-11,Fly6/Fly7,-0.22650758405042515
2024-12-12,Fly6/Fly7,-0.24289147829268679
2024-12-13,Fly6/Fly7,-0.24182234895352667
2024-12-16,Fly6/Fly7,-0.24014292216637265
2024-12-17,Fly6/Fly7,-0.25412837519656906
2024-12-18,Fly6/Fly7,-0.26019667020200454
2024-12-19,Fly6/Fly7,-0.2631022330918437
2024-12-20,Fly6/Fly7,-0.279264214048097
2024-12-23,Fly6/Fly7,-0.2958719791788732
2024-12-24,Fly6/Fly7,-0.30552300229730783
2024-12-26,Fly6/Fly7,-0.30552300229730783
2024-12-27,Fly6/Fly7,-0.21433331496721253
2024-12-30,Fly6/Fly7,-0.18448112356001675
2024-12-31,Fly6/Fly7,-0.18223680625892721
2025-01-02,Fly6/Fly7,-0.1810829581812978
2025-01-03,Fly6/Fly7,-0.18233584371354591
2025-01-06,Fly6/Fly7,-0.17776367215877747
2025-01-07,Fly6/Fly7,-0.18892437701721687
2025-01-08,Fly6/Fly7,-0.17660456600512606
2025-01-09,Fly6/Fly7,-0.16978452267967475
2025-01-10,Fly6/Fly7,-0.1666768778800885
2025-01-13,Fly6/Fly7,-0.1678900578801259
2025-01-14,Fly6/Fly7,-0.16507247977862738
2025-01-15,Fly6/Fly7,-0.17151780008907055
2025-01-16,Fly6/Fly7,-0.16395293628473268
2025-01-17,Fly6/Fly7,-0.17916576149185282
2025-01-20,Fly6/Fly7,-0.17173825110409097
2025-01-21,Fly6/Fly7,-0.17807393385025658
2025-01-22,Fly6/Fly7,-0.19779642830374825
2025-01-23,Fly6/Fly7,-0.18434785540654156
2025-01-24,Fly6/Fly7,-0.15929098634009434
2025-01-27,Fly6/Fly7,-0.11760800645058705
2025-01-28,Fly6/Fly7,-0.11873344191892708
2025-01-29,Fly6/Fly7,-0.12778342649251145
2025-01-30,Fly6/Fly7,-0.12358366324718337
2025-01-31,Fly6/Fly7,-0.12282704747841124
2025-02-03,Fly6/Fly7,-0.10320953013684973
2025-02-04,Fly6/Fly7,-0.1042616776548612
2025-02-05,Fly6/Fly7,-0.18504063780126978
2025-02-06,Fly6/Fly7,-0.17725930811589674
2025-02-07,Fly6/Fly7,-0.1750783605080574
2025-02-10,Fly6/Fly7,-0.1658699470235242
2025-02-11,Fly6/Fly7,-0.1868824959489839
2025-02-12,Fly6/Fly7,-0.1739937206746615
2025-02-13,Fly6/Fly7,-0.13346838647819836
2025-02-14,Fly6/Fly7,-0.11918280911293565
2025-02-17,Fly6/Fly7,-0.13733247368569218
2025-02-18,Fly6/Fly7,-0.1441972662387712
2025-02-19,Fly6/Fly7,-0.1638441215175603
2025-02-20,Fly6/Fly7,-0.16220612346906577
2025-02-21,Fly6/Fly7,-0.13574011059463192
2025-02-24,Fly6/Fly7,-0.10476147519769193
2025-02-25,Fly6/Fly7,-0.12255411649549433
2025-02-26,Fly6/Fly7,-0.13615872195411446
2025-02-27,Fly6/Fly7,-0.13340552088685662
2025-02-28,Fly6/Fly7,-0.16313276538387164
2025-03-03,Fly6/Fly7,-0.16199209690063374
2025-03-04,Fly6/Fly7,-0.1785491299264919
2025-03-05,Fly6/Fly7,-0.04395389426075133
2025-03-06,Fly6/Fly7,-0.054288208499016034
2025-03-07,Fly6/Fly7,-0.06772730345721262
2025-03-10,Fly6/Fly7,-0.08039601093650914
2025-03-11,Fly6/Fly7,-0.09430564214146812
2025-03-12,Fly6/Fly7,-0.09334929060930791
2025-03-13,Fly6/Fly7,-0.05151206113309206
2025-03-14,Fly6/Fly7,-0.04631199838879537
2025-03-17,Fly6/Fly7,-0.06185803544408256
2025-03-18,Fly6/Fly7,-0.04045302086938584
2025-03-19,Fly6/Fly7,0.04544474192379239
2025-03-20,Fly6/Fly7,0.07154960255827192
2025-03-21,Fly6/Fly7,0.05686610103030538
2025-03-24,Fly6/Fly7,-0.01181462112663832
2025-03-25,Fly6/Fly7,-0.03751363794056061
2025-03-26,Fly6/Fly7,-0.03674548608568169
2025-03-27,Fly6/Fly7,-0.030082722242928947
2025-03-28,Fly6/Fly7,-0.018027192075475408
2025-03-30,Fly6/Fly7,-0.026755362486661962
2025-03-31,Fly6/Fly7,-0.012150353206663717
2025-04-01,Fly6/Fly7,-0.002839282579348237
2025-04-02,Fly6/Fly7,-0.005696530136372098
2025-04-03,Fly6/Fly7,0.01274403007505804
2025-04-04,Fly6/Fly7,0.011839528887836381
2025-04-07,Fly6/Fly7,0.012874976540323073
2025-04-08,Fly6/Fly7,0.02904793686390651
2025-04-09,Fly6/Fly7,0.02784238704785097
2025-04-10,Fly6/Fly7,0.02784238704781666
2025-04-11,Fly6/Fly7,0.03804588837613402
2025-04-14,Fly6/Fly7,0.056480276106043066
2025-04-15,Fly6/Fly7,0.05723814334617157
2025-04-16,Fly6/Fly7,0.042496371624425364
2025-04-17,Fly6/Fly7,0.04454758298988982
2025-04-21,Fly6/Fly7,0.04516220226157158
2025-04-22,Fly6/Fly7,0.044967258607131355
2025-04-23,Fly6/Fly7,0.04494982982892626
2025-04-24,Fly6/Fly7,0.04494982982908072
2025-04-25,Fly6/Fly7,0.06153883916116599
2025-04-28,Fly6/Fly7,0.04150366216784534
2025-04-29,Fly6/Fly7,0.04084171813347713
2025-04-30,Fly6/Fly7,0.04802291201070861
2025-05-01,Fly6/Fly7,0.04098628138335571
2025-05-02,Fly6/Fly7,0.04135729821071781
2025-05-05,Fly6/Fly7,0.03520861338152415
2025-05-06,Fly6/Fly7,0.03579117488370521
2025-05-07,Fly6/Fly7,0.03462988947926087
2025-05-08,Fly6/Fly7,0.05991122295196298
2025-05-09,Fly6/Fly7,0.05991122295195749
2025-05-12,Fly6/Fly7,0.09450551726666205
2025-05-13,Fly6/Fly7,0.10170344212665011
2025-05-14,Fly6/Fly7,0.10170344212655609
2025-05-15,Fly6/Fly7,0.09430832046260049
2025-05-16,Fly6/Fly7,0.08592497251833167
2025-05-19,Fly6/Fly7,0.08588556644756674
2025-05-20,Fly6/Fly7,0.1016894823705114
2025-05-21,Fly6/Fly7,0.08588556644791773
2025-05-22,Fly6/Fly7,0.08755439638595368
2025-05-23,Fly6/Fly7,0.11976649582461242
2025-05-26,Fly6/Fly7,0.12789307593051877
2025-05-27,Fly6/Fly7,0.13638088969651788
2025-05-28,Fly6/Fly7,0.016861493107564574
2025-05-29,Fly6/Fly7,0.04536243392988491
2025-05-30,Fly6/Fly7,0.055217786026680586
2025-06-02,Fly6/Fly7,0.06457667605702422
2025-06-03,Fly6/Fly7,0.09269742514098027
2025-06-04,Fly6/Fly7,0.09320564840045241
2025-06-05,Fly6/Fly7,0.058939210013883025
2025-06-06,Fly6/Fly7,0.12556912557682448
2025-06-09,Fly6/Fly7,0.14706674482354565
2025-06-10,Fly6/Fly7,0.1500742158633303
2025-06-11,Fly6/Fly7,0.07292606057625099
2025-06-12,Fly6/Fly7,0.04367376709700388
2025-06-13,Fly6/Fly7,0.07598437058461902
2025-06-16,Fly6/Fly7,0.07282455849294509
2025-06-17,Fly6/Fly7,0.08804029945421907
2025-06-18,Fly6/Fly7,0.2299651116416079
2025-06-19,Fly6/Fly7,0.22962845133316295
2025-06-20,Fly6/Fly7,0.20849325969613924
2025-06-23,Fly6/Fly7,0.20754450394196244
2025-06-24,Fly6/Fly7,0.20580315787232303
2025-06-25,Fly6/Fly7,0.19609303537550365
2025-06-26,Fly6/Fly7,0.1253612886455946
2025-06-27,Fly6/Fly7,0.08688012126431968
2025-06-30,Fly6/Fly7,0.08716105598817235
2025-07-01,Fly6/Fly7,0.07310916627078354
2025-07-02,Fly6/Fly7,0.03539125368788693
2025-07-03,Fly6/Fly7,0.021074583930807796
2025-07-04,Fly6/Fly7,0.022258502472485942
2025-07-07,Fly6/Fly7,-0.0025546152544361858
2025-07-08,Fly6/Fly7,-0.05507351180978143
2025-07-09,Fly6/Fly7,-0.06741118937299517
2025-07-10,Fly6/Fly7,-0.06671940407585676
2025-07-11,Fly6/Fly7,-0.05435731082813351
2025-07-14,Fly6/Fly7,-0.05274101677483219
2025-07-15,Fly6/Fly7,-0.051158516047964876
2025-07-16,Fly6/Fly7,-0.06434384925612845
2025-07-17,Fly6/Fly7,-0.06563426497597069
2025-07-18,Fly6/Fly7,-0.10300663821112643
2025-07-21,Fly6/Fly7,-0.09175231969558485
2025-07-22,Fly6/Fly7,-0.09416311379786514
2025-07-23,Fly6/Fly7,-0.09361847936454813
2025-07-24,Fly6/Fly7,-0.07959562018597038
2025-07-25,Fly6/Fly7,-0.07731707687977202
2025-07-28,Fly6/Fly7,-0.09848753216962548
2025-07-29,Fly6/Fly7,-0.09931542764020444
2025-07-30,Fly6/Fly7,-0.10072659521454405
2025-07-31,Fly6/Fly7,-0.10046362101792793
2025-08-01,Fly6/Fly7,-0.09906169281444939
2025-08-04,Fly6/Fly7,-0.15582726709542177
2025-08-05,Fly6/Fly7,-0.15358677654304703
2025-08-06,Fly6/Fly7,-0.14177329711233852
2025-08-07,Fly6/Fly7,-0.12965345645690904
2025-08-08,Fly6/Fly7,-0.13333632321453984
2025-08-11,Fly6/Fly7,-0.13276174831650464
2025-08-12,Fly6/Fly7,-0.10916581712844368
2025-08-13,Fly6/Fly7,-0.0424520216167714
2025-08-14,Fly6/Fly7,-0.04292634588079976
2025-08-15,Fly6/Fly7,-0.0435399671384278
2025-08-18,Fly6/Fly7,-0.042583044783570306
2025-08-19,Fly6/Fly7,-0.028867513459388296
2025-08-20,Fly6/Fly7,-0.01440682815659531
2025-08-21,Fly6/Fly7,-0.0009970327593940003
2025-08-22,Fly6/Fly7,0.044008017361213916
2025-08-25,Fly6/Fly7,0.042689549525330536
2025-08-26,Fly6/Fly7,0.012315319925691346
2025-08-27,Fly6/Fly7,0.0688295746287936
2025-08-28,Fly6/Fly7,0.06697095965174281
2025-08-29,Fly6/Fly7,0.08016488134225698
2025-09-01,Fly6/Fly7,0.0670648729148248
2025-09-02,Fly6/Fly7,0.06819309069918089
2025-09-03,Fly6/Fly7,0.0832238289378848
2025-09-04,Fly6/Fly7,0.07046868137593582
2025-09-05,Fly6/Fly7,0.07052031243063268
2025-09-08,Fly6/Fly7,0.056826743654882106
2025-09-09,Fly6/Fly7,0.05626897188025878
2025-09-10,Fly6/Fly7,-0.1412228195199443
2025-09-11,Fly6/Fly7,-0.1603071284769211
2025-09-12,Fly6/Fly7,-0.15169496905429497
2025-09-15,Fly6/Fly7,-0.17777123815035378
2025-09-16,Fly6/Fly7,-0.15902901419743626
2025-09-17,Fly6/Fly7,-0.13495475768806206
2025-09-18,Fly6/Fly7,-0.08481663303026649
2025-09-19,Fly6/Fly7,-0.07243063899414684
2025-09-22,Fly6/Fly7,-0.07299100797961683
2025-09-23,Fly6/Fly7,-0.05960097740081212
2025-09-24,Fly6/Fly7,-0.03133708286560786
2025-09-25,Fly6/Fly7,-0.0160989015177566
2025-09-26,Fly6/Fly7,-0.03041461848768434
2025-09-29,Fly6/Fly7,-0.04457893447737118
2025-09-30,Fly6/Fly7,-0.04459863439193173
2025-10-01,Fly6/Fly7,-0.02990209373271551
2025-10-02,Fly6/Fly7,-0.04375391220105143
2025-10-03,Fly6/Fly7,-0.05856556655723412
2025-10-06,Fly6/Fly7,-0.04281559716898409
2025-10-07,Fly6/Fly7,-0.042535393609753454
2025-10-08,Fly6/Fly7,-0.029433414886314027
2025-10-09,Fly6/Fly7,-0.029433414886145863
2025-10-10,Fly6/Fly7,-0.014223476169148735
2025-10-13,Fly6/Fly7,-0.014223476169303794
2025-10-14,Fly6/Fly7,-0.029579520788053742
2025-10-15,Fly6/Fly7,-0.01471670744403296
2025-10-16,Fly6/Fly7,-0.029091828605427816
2025-10-17,Fly6/Fly7,-0.031246691243891237
2025-10-20,Fly6/Fly7,-0.03012250885730862
2025-10-21,Fly6/Fly7,-0.030532316064449266
2025-10-22,Fly6/Fly7,-0.04471407340718875
2025-10-23,Fly6/Fly7,-0.04498576588276348
2025-10-24,Fly6/Fly7,-0.013968401745518022
2025-10-27,Fly6/Fly7,-0.014603702295017547
2025-10-28,Fly6/Fly7,-0.014819721654369903
2025-10-29,Fly6/Fly7,-0.014893886719850303
2025-10-30,Fly6/Fly7,-0.015061254429330222
2025-10-31,Fly6/Fly7,-0.015240172560265025
2025-11-03,Fly6/Fly7,-0.015228622598348097
2025-11-04,Fly6/Fly7,-0.03030558138681571
2025-11-05,Fly6/Fly7,-0.0611626086692501
2025-11-06,Fly6/Fly7,-0.061579294485015645
2025-11-07,Fly6/Fly7,-0.06061116277190816
2025-11-10,Fly6/Fly7,-0.06065202653024637
2025-11-11,Fly6/Fly7,-0.06213218697770986
2025-11-12,Fly6/Fly7,-0.061540197095247336
2025-11-13,Fly6/Fly7,-0.07717740507279576
2025-11-14,Fly6/Fly7,-0.12710291567521378
2025-11-17,Fly6/Fly7,-0.14216350530062435
2025-11-18,Fly6/Fly7,-0.1421635053003234
2025-11-19,Fly6/Fly7,-0.23554600603047937
2025-11-20,Fly6/Fly7,-0.2404407368099276
2025-11-21,Fly6/Fly7,-0.27787462397805845
2025-11-24,Fly6/Fly7,-0.2665071988756669
2025-11-25,Fly6/Fly7,-0.2665071988755748
2025-11-26,Fly6/Fly7,-0.2642808703594007
2025-11-27,Fly6/Fly7,-0.2501789211926603
2025-11-28,Fly6/Fly7,-0.2688305430296677
2025-12-01,Fly6/Fly7,-0.250178921192474
2025-12-02,Fly6/Fly7,-0.24889659102045086
2025-12-03,Fly6/Fly7,-0.24831032208561704
2025-12-04,Fly6/Fly7,-0.2493534725585686
2025-12-05,Fly6/Fly7,-0.2732063684202317
2025-12-08,Fly6/Fly7,-0.16157702791758374
2025-12-09,Fly6/Fly7,-0.18424478448463935
2025-12-10,Fly6/Fly7,-0.2803391334829791
2025-12-11,Fly6/Fly7,-0.2803391334830076
2025-12-12,Fly6/Fly7,-0.29912071758498837
2025-12-15,Fly6/Fly7,-0.2991207175848608
2025-12-16,Fly6/Fly7,-0.2991207175848608
2025-12-17,Fly6/Fly7,-0.27338683790786594
2025-12-18,Fly6/Fly7,-0.2893170347485007
2025-12-19,Fly6/Fly7,-0.300375372140007
2025-12-22,Fly6/Fly7,-0.29936930023574343
2025-12-23,Fly6/Fly7,-0.29715304470303183
2025-12-24,Fly6/Fly7,-0.33131415175417206
2025-12-26,Fly6/Fly7,-0.3185101507530023
2025-12-29,Fly6/Fly7,-0.3176517044445673
2025-12-30,Fly6/Fly7,-0.3422157133517908
2025-12-31,Fly6/Fly7,-0.3545395944346809
2026-01-02,Fly6/Fly7,-0.38079581096364457
2026-01-05,Fly6/Fly7,-0.3807958109635602
2026-01-06,Fly6/Fly7,-0.37676430056199384
2026-01-07,Fly6/Fly7,-0.39304546667842655
2026-01-08,Fly6/Fly7,-0.3930454666781696
2026-01-09,Fly6/Fly7,-0.4218380000840728
2026-01-12,Fly6/Fly7,-0.42792071696800804
2026-01-13,Fly6/Fly7,-0.44088260505405297
2026-01-14,Fly6/Fly7,-0.4346322642190387
2026-01-15,Fly6/Fly7,-0.4320573241178741
2026-01-16,Fly6/Fly7,-0.4178845715967267
2026-01-19,Fly6/Fly7,-0.4017314858176334
2026-01-20,Fly6/Fly7,-0.47414065598839744
2026-01-21,Fly6/Fly7,-0.46967098109235234
2026-01-22,Fly6/Fly7,-0.4747899537296354
2026-01-23,Fly6/Fly7,-0.3756683319581655
2026-01-26,Fly6/Fly7,-0.3490049326241449
2026-01-27,Fly6/Fly7,-0.33500304176911433
2026-01-28,Fly6/Fly7,-0.3561766802567752
2026-01-29,Fly6/Fly7,-0.33354910213064787
2026-01-30,Fly6/Fly7,-0.33355471209944065
2026-02-02,Fly6/Fly7,-0.3315468336502109
2026-02-03,Fly6/Fly7,-0.331460369151404
2026-02-04,Fly6/Fly7,-0.3335491021307725
2026-02-05,Fly6/Fly7,-0.3441420600332976
2026-02-06,Fly6/Fly7,-0.35743037405040445
2026-02-09,Fly6/Fly7,-0.3563958433007381
2026-02-10,Fly6/Fly7,-0.3439179697152265
2026-02-11,Fly6/Fly7,-0.33049597205443026
2026-02-12,Fly6/Fly7,-0.3308433864898353
2026-02-13,Fly6/Fly7,-0.3201359372389869
2026-02-16,Fly6/Fly7,-0.3201359372389233
2026-02-17,Fly6/Fly7,-0.32831106678182037
2026-02-18,Fly6/Fly7,-0.3283110667818174
2026-02-19,Fly6/Fly7,-0.3283110667819074
2026-02-20,Fly6/Fly7,-0.32883260938209424
2026-02-23,Fly6/Fly7,-0.3217847622264668
2026-02-24,Fly6/Fly7,-0.32927635957545937
2026-02-25,Fly6/Fly7,-0.3287778336715397
2026-02-26,Fly6/Fly7,-0.3292763595756233
2026-02-27,Fly6/Fly7,-0.3306049976987602
2026-03-02,Fly6/Fly7,-0.2915150440483699
2026-03-03,Fly6/Fly7,-0.2622540535103321
2026-03-04,Fly6/Fly7,-0.29899488830473686
2026-03-05,Fly6/Fly7,-0.28090120800328655
2026-03-06,Fly6/Fly7,-0.27154454575736436
2026-03-09,Fly6/Fly7,-0.2804193577670006
